;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF;Axesor URL;Dirección;Constitución;CNAE;SIC
1673;GESTION INTERNACIONAL DE AUTOESCUELAS, S.L.;Bugaloop;95.000,00 €;23/04/2019;Bizkaia;País Vasco;B95776829;;;;;
1674;GESTION INTERNACIONAL DE AUTOESCUELAS, S.L.;Bugaloop;95.000,00 €;23/04/2019;Bizkaia;País Vasco;B95776829;;;;;
1675;WOOM FERTILITY, S.L.;Woom;200.000,00 €;12/04/2019;Madrid;Madrid, Comunidad de;B87410056;;;;;
1676;WOOM FERTILITY, S.L.;Woom;200.000,00 €;12/04/2019;Madrid;Madrid, Comunidad de;B87410056;;;;;
1677;INNOVAMAT EDUCATION, S.L.;InnovaMat;225.000,00 €;11/04/2019;Barcelona;Cataluña;B67098129;;;;;
1678;INNOVAMAT EDUCATION, S.L.;InnovaMat;225.000,00 €;11/04/2019;Barcelona;Cataluña;B67098129;;;;;
1679;BUBO CAR CERTIFICATED, S.L.;BUBOCAR;183.000,00 €;11/04/2019;Sevilla;Andalucía;B90156571;;;;;
1680;BUBO CAR CERTIFICATED, S.L.;BUBOCAR;183.000,00 €;11/04/2019;Sevilla;Andalucía;B90156571;;;;;
1681;AHEAD ANALYTICS, MANAGEMENT CONSULTING, S.L.U.;AHEAD ANALYTICS;40.000,00 €;11/04/2019;Barcelona;Cataluña;;;;;;
1682;TRAVELPERK, S.L.U.;TRAVELPERK;900.000,00 €;04/04/2019;Barcelona;Cataluña;;;;;;
1683;LOGISTOCK LOGÍSTICA INTEGRAL, S.L.;Logistock;150.000,00 €;04/04/2019;Barcelona;Cataluña;;;;;;
1684;MASSAI-STEP, S.L.;HUVAL;150.000,00 €;04/04/2019;Alicante/Alacant;Comunitat Valenciana;B54826722;;;;;
1685;SKEDIO, S.L.U.;ENJOY CUBA;300.000,00 €;02/04/2019;Barcelona;Cataluña;;;;;;
1686;SIBARIA FOOD SOLUTIONS, S.L.;MUTZZ PIZZA;100.000,00 €;02/04/2019;Madrid;Madrid, Comunidad de;B87918918;;;;;
1687;MASTERYIELD, S.L.;MASTERYIELD;291.000,00 €;02/04/2019;Sevilla;Andalucía;B90041369;;;;;
1688;VOY A DEFENDERTE, S.L.;Voy a Defenderte;150.000,00 €;22/03/2019;Madrid;Madrid, Comunidad de;B87926028;;;;;
1689;ROUNDTEN EUROPE, S.L.;ROUNDTEN;225.000,00 €;22/03/2019;Barcelona;Cataluña;B66749490;;;;;
1690;METIS SOLUTIONS, S.L.;Hubtype;228.000,00 €;21/03/2019;Barcelona;Cataluña;B66724279;;;;;
1691;METIS SOLUTIONS, S.L.;Hubtype;228.000,00 €;21/03/2019;Barcelona;Cataluña;B66724279;;;;;
1692;WEGUEST, S.L.;weguest;240.000,00 €;21/03/2019;Murcia;Murcia, Región de;B73893133;;;;;
1693;WEGUEST, S.L.;weguest;240.000,00 €;21/03/2019;Murcia;Murcia, Región de;B73893133;;;;;
1694;MARBLE BRANDS, S.L.;MARBEL;125.000,00 €;21/03/2019;Barcelona;Cataluña;B67072983;;;;;
1695;IWOPI-HEALTH & SPORT WITH RESPONSABILITY, S.L.;IWOPI;55.000,00 €;21/03/2019;Barcelona;Cataluña;;;;;;
1696;FANAUTIC CLUB, S.L.;FANAUTIC CLUB;123.000,00 €;21/03/2019;Balears, Illes;Balears, Illes;B57766727;;;;;
1697;BOOBOO RED DE OPTIMIZACION, S.L.;BOOBOO;150.000,00 €;21/03/2019;Madrid;Madrid, Comunidad de;B87899639;;;;;
1698;ANEUR, S.L.U.;ANEUR;160.000,00 €;15/03/2019;Madrid;Madrid, Comunidad de;;;;;;
1699;RESEARCH TO SOLVE, S.L.;SECUPEKE;80.000,00 €;15/03/2019;Sevilla;Andalucía;B90335910;;;;;
1700;LENDNETICS, S.L.;Lendnetics;125.000,00 €;15/03/2019;Madrid;Madrid, Comunidad de;B87747069;;;;;
1701;SLOT RACING COMPANY, S.L.;SRC;100.000,00 €;15/03/2019;Madrid;Madrid, Comunidad de;B86506086;;;;;
1702;RED EDICIONES, S.L.;LINKGUA;78.000,00 €;15/03/2019;Barcelona;Cataluña;B65162943;;;;;
1703;IOMED MEDICAL SOLUTIONS, S.L.;IOMED;40.000,00 €;15/03/2019;Barcelona;Cataluña;B66774969;;;;;
1704;IOMED MEDICAL SOLUTIONS, S.L.;IOMED;40.000,00 €;15/03/2019;Barcelona;Cataluña;B66774969;;;;;
1705;IOMED MEDICAL SOLUTIONS, S.L.;IOMED;40.000,00 €;15/03/2019;Barcelona;Cataluña;B66774969;;;;;
1706;INTERNATIONAL MUSIC BUSINESS SCHOOL, S.L.;IMB INTERNATIONAL MUSIC BUSINESS SCHOOL;40.000,00 €;15/03/2019;Barcelona;Cataluña;B66662024;;;;;
1707;ILLA-PASTOR, S.L.;MÀQUINA TABLA;48.000,00 €;15/03/2019;Valladolid;Castilla y León;B47709647;;;;;
1708;ILLA-PASTOR, S.L.;MÀQUINA TABLA;48.000,00 €;15/03/2019;Valladolid;Castilla y León;B47709647;;;;;
1709;REFRUITING, S.L.;Refruiting;100.000,00 €;14/03/2019;Barcelona;Cataluña;B66874454;;;;;
1710;REFRUITING, S.L.;Refruiting;100.000,00 €;14/03/2019;Barcelona;Cataluña;B66874454;;;;;
1711;THE EQ PROJECT INT, S.L.;Team EQ;125.000,00 €;14/03/2019;Barcelona;Cataluña;B66415977;;;;;
1712;THE EQ PROJECT INT, S.L.;Team EQ;125.000,00 €;14/03/2019;Barcelona;Cataluña;B66415977;;;;;
1713;ROSSO BY INTERNAZIONALE, S.L.;CARMELA  ROSSO;300.000,00 €;14/03/2019;Madrid;Madrid, Comunidad de;B82209230;;;;;
1714;PLAY AND TOUR CITY GUIDE, S.L.;Play & Tour;150.000,00 €;14/03/2019;Barcelona;Cataluña;;;;;;
1715;MYWORKUP SERVICES, S.L.;myWorkUp;100.000,00 €;14/03/2019;Barcelona;Cataluña;B66511478;;;;;
1716;MYWORKUP SERVICES, S.L.;myWorkUp;100.000,00 €;14/03/2019;Barcelona;Cataluña;B66511478;;;;;
1717;IMCOM ECOGROUP, S.L.U.;IMCOM ECOGROUP;161.000,00 €;14/03/2019;Palmas, Las;Canarias;;;;;;
1718;GUESTPILOT, S.L.;GUESTMATE;50.000,00 €;14/03/2019;Barcelona;Cataluña;B66569187;;;;;
1719;FANGAZING, S.L.;Fangazing;50.000,00 €;14/03/2019;Barcelona;Cataluña;B65915456;;;;;
1720;COMERCIO Y DISTRIBUCION DEL CAUCHO, S.L.;CODISCA;90.000,00 €;14/03/2019;Alicante/Alacant;Comunitat Valenciana;B54876750;;;;;
1721;COMERCIO Y DISTRIBUCION DEL CAUCHO, S.L.;CODISCA;90.000,00 €;14/03/2019;Alicante/Alacant;Comunitat Valenciana;B54876750;;;;;
1722;CLINICA DEL DOCTOR BERNAL, S.L.U.;HOSPITAL BERNAL;245.000,00 €;14/03/2019;Murcia;Murcia, Región de;;;;;;
1723;CITISERVI EUROPE, S.L.;CITISERVI (antes Plataforma de Gestión Publicitari;156.000,00 €;14/03/2019;Bizkaia;País Vasco;B85530947;;;;;
1724;CITISERVI EUROPE, S.L.;CITISERVI (antes Plataforma de Gestión Publicitari;156.000,00 €;14/03/2019;Bizkaia;País Vasco;B85530947;;;;;
1725;BUSCO EXTRA, S.L.;Busco Extra;150.000,00 €;14/03/2019;Granada;Andalucía;B19640176;;;;;
1726;ELVIS SMART SOLUTIONS, S.L.;ELVIS SMART SOLUTIONS;100.000,00 €;12/03/2019;Barcelona;Cataluña;B67214684;;;;;
1727;TORO GIPS, S.L.;TOROGIPS;150.000,00 €;12/03/2019;Zaragoza;Aragón;B99499964;;;;;
1728;SMART DREAMS FACTORY, S.L.;Yudonpay;100.000,00 €;12/03/2019;Madrid;Madrid, Comunidad de;B87541652;;;;;
1729;HOLAFIBRA TELECOM, S.L.;antigua FIBRA WIFI Y TELEFONIA INTEGRALES;175.000,00 €;12/03/2019;Madrid;Madrid, Comunidad de;B93508000;;;;;
1730;DEMIUM STARTUPS, S.L.;Demium Startups;350.000,00 €;12/03/2019;Valencia/València;Comunitat Valenciana;B98514011;;;;;
1731;DEMIUM STARTUPS, S.L.;Demium Startups;350.000,00 €;12/03/2019;Valencia/València;Comunitat Valenciana;B98514011;;;;;
1732;CRICURSA, S.A.;CRISTALES CURVADOS;900.000,00 €;12/03/2019;Barcelona;Cataluña;A08159816;;;;;
1733;PRIDATECT, S.L.;PRIDATECT;100.000,00 €;08/03/2019;Barcelona;Cataluña;B67077727;;;;;
1734;PRIDATECT, S.L.;PRIDATECT;100.000,00 €;08/03/2019;Barcelona;Cataluña;B67077727;;;;;
1735;MONICA SARABIA, S.L.;DRESSCODE UNIFORMES CONTEMPORÁNEOS;100.000,00 €;08/03/2019;Barcelona;Cataluña;B62921291;;;;;
1736;LEAD-RATINGS, S.L.;LEAD-RATINGS;135.000,00 €;08/03/2019;Barcelona;Cataluña;B66317744;;;;;
1737;LEAD-RATINGS, S.L.;LEAD-RATINGS;135.000,00 €;08/03/2019;Barcelona;Cataluña;B66317744;;;;;
1738;IMAGEN EN REALIDAD AUMENTADA, S.L.;IMAGEEN;100.000,00 €;08/03/2019;Madrid;Madrid, Comunidad de;B87134672;;;;;
1739;HOMES AGENTS SERVICES, S.L.;Homes;100.000,00 €;08/03/2019;Barcelona;Cataluña;B66934332;;;;;
1740;GALAI FLOT, S.L.;GALAICAR;100.000,00 €;08/03/2019;Pontevedra;Galicia;B94154952;;;;;
1741;COBALTAX TOOLS, S.L.;Cobaltax;100.000,00 €;08/03/2019;Barcelona;Cataluña;B65227134;;;;;
1742;BARCELONA ELECTRIC BIKES, S.L.;Barcelona ebikes;40.000,00 €;08/03/2019;Barcelona;Cataluña;B65810079;;;;;
1743;AERVIO SOLUTIONS, S.L.;AERVIO;300.000,00 €;08/03/2019;Barcelona;Cataluña;B55264667;;;;;
1744;AERVIO SOLUTIONS, S.L.;AERVIO;300.000,00 €;08/03/2019;Barcelona;Cataluña;B55264667;;;;;
1745;CONFECCIONES ASENSIO, S.L.;CONFECCIONES ASENSIO;200.000,00 €;21/12/2012;Madrid;Madrid, Comunidad de;B78886959;;;;;
1746;CONFECCIONES ASENSIO, S.L.;CONFECCIONES ASENSIO;200.000,00 €;21/12/2012;Madrid;Madrid, Comunidad de;B78886959;;;;;
1747;CONFECCIONES ASENSIO, S.L.;CONFECCIONES ASENSIO;100.000,00 €;22/07/2011;Madrid;Madrid, Comunidad de;B78886959;;;;;
1748;CONFECCIONES ASENSIO, S.L.;CONFECCIONES ASENSIO;100.000,00 €;22/07/2011;Madrid;Madrid, Comunidad de;B78886959;;;;;
1749;DIXI MEDIA DIGITAL, S.L.;DIXI MEDIA;350.000,00 €;27/04/2011;Madrid;Madrid, Comunidad de;B85360840;;;;;
1750;SHEETGO EUROPE, S.L.;SHEETGO;196.000,00 €;22/03/2019;Valencia/València;Comunitat Valenciana;B87085262;;;;;
1751;SHEETGO EUROPE, S.L.;SHEETGO;196.000,00 €;22/03/2019;Valencia/València;Comunitat Valenciana;B87085262;;;;;
1752;SHEETGO EUROPE, S.L.;SHEETGO;196.000,00 €;22/03/2019;Valencia/València;Comunitat Valenciana;B87085262;;;;;
1753;PRS MARKETING SERVICES, S.L.;MINUBE;63.000,00 €;15/03/2019;Madrid;Madrid, Comunidad de;;;;;;
1754;RHEO DIAGNOSTICS, S.L.;Rheo Dx;150.000,00 €;15/03/2019;Barcelona;Cataluña;B67200501;;;;;
1755;AUREA PAYANDPASS SOLUTIONS, S.L.;AUREA;100.000,00 €;21/03/2019;Barcelona;Cataluña;;;;;;
1756;SAMOBY TECHNOLOGIES, S.L.;SAMOBY;96.000,00 €;14/03/2019;Barcelona;Cataluña;B66689365;;;;;
1757;MITIGA SOLUTIONS, S.L.;MITIGA;100.000,00 €;14/03/2019;Barcelona;Cataluña;B67160960;;;;;
1758;MINUSHU, S.L.;Minushu;120.000,00 €;14/03/2019;Barcelona;Cataluña;B66592973;;;;;
1759;GOBERTIA GLOBAL, S.L.;GOBERTIA;450.000,00 €;08/03/2019;Asturias;Asturias, Principado de;B33979378;;;;;
1760;DYNAMIC GROWTH, S.L.;LEVITAT;61.000,00 €;07/03/2019;Barcelona;Cataluña;B67002956;;;;;
1761;MORE STAMINA, S.L.;NAPBOX;64.000,00 €;05/03/2019;Barcelona;Cataluña;B67079285;;;;;
1762;PREMIUMGUEST, S.L.;Premium Guest;69.000,00 €;05/03/2019;Barcelona;Cataluña;B67131839;;;;;
1763;PREMIUMGUEST, S.L.;Premium Guest;69.000,00 €;05/03/2019;Barcelona;Cataluña;B67131839;;;;;
1764;DEAR COACH, S.L.;DEAR COACH;58.000,00 €;22/02/2019;Málaga;Andalucía;B93508927;;;;;
1765;BLAWESOME VENTURES, S.L.U.;Blawesome Wetsuit Dryer;58.000,00 €;22/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1766;LUSALIKER, S.L.;Autoescuelas Billy;58.000,00 €;21/02/2019;Cuenca;Castilla - La Mancha;B16328890;;;;;
1767;USALAD ALIMENTACION, S.L.;Nevera Helthy;61.000,00 €;19/02/2019;Barcelona;Cataluña;B67013730;;;;;
1768;OCEAN TOURIST SERVICES, S.L.;Sailwiz;58.000,00 €;19/02/2019;Madrid;Madrid, Comunidad de;B87823605;;;;;
1769;MARMED OCIO, CULTURA Y GASTRONOMIA, S.L.;QUEHACEREN;64.000,00 €;19/02/2019;Barcelona;Cataluña;B66997990;;;;;
1770;FOODS FOR TOMORROW, S.L.U.;Foods for Tomorrow;61.000,00 €;19/02/2019;Barcelona;Cataluña;;;;;;
1771;FONTOWN, S.L.;FONTOWN;58.000,00 €;15/02/2019;Cadiz;Andalucía;B11937026;;;;;
1772;PROCERA TECHNOLOGIA, S.L.;Pibisi;58.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B88059597;;;;;
1773;PROCERA TECHNOLOGIA, S.L.;Pibisi;58.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B88059597;;;;;
1774;GASTRO CLOUD VENTURES, S.L.;Menú del Día;58.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B87713384;;;;;
1775;BIT PHYSICAL RETAIL, S.L.;Bitphy;58.000,00 €;14/02/2019;Barcelona;Cataluña;B66945742;;;;;
1776;GARAGE51 ENTERTAINMENT, S.L.;GARAGE51;58.000,00 €;14/02/2019;Barcelona;Cataluña;B67259937;;;;;
1777;WORKAT MARKETING SERVICES, S.L.;Workat;58.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;B87971453;;;;;
1778;GOLDRYS PARTNERS, S.L.;Goldrys;58.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;B87869921;;;;;
1779;BEVEGELSE, S.L.;Ykile;58.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;B87651915;;;;;
1780;ABRENTIA TECHNOLOGIES, S.L.;ABRENTIA;25.000,00 €;08/02/2019;Valencia/València;Comunitat Valenciana;B98969256;;;;;
1781;ADSME AILABS, S.L.;Adtuo;58.000,00 €;05/02/2019;Madrid;Madrid, Comunidad de;B87987814;;;;;
1782;WAKYMA INNOVATION, S.L.;WAKYMA;58.000,00 €;05/02/2019;Madrid;Madrid, Comunidad de;B87632527;;;;;
1783;PRECEPT, S.L.;Precept;58.000,00 €;05/02/2019;Barcelona;Cataluña;B67069252;;;;;
1784;LEGUMS CULINARIS, S.L.;CUITS&BEANS;44.000,00 €;05/02/2019;Barcelona;Cataluña;B66834383;;;;;
1785;INDIEHEALTH, S.L.;BENERGY;61.000,00 €;05/02/2019;Barcelona;Cataluña;B67258285;;;;;
1786;IDEADERO, S.L.;GlampingHub;200.000,00 €;07/03/2019;Sevilla;Andalucía;B90017468;;;;;
1787;THE THINKIN GLOBAL SERVICE, S.L.;Think!N;70.000,00 €;07/03/2019;Santa Cruz De Tenerife;Canarias;B76679935;;;;;
1788;SOCIAL WIFI, S.L.;SocialwiBox;128.000,00 €;07/03/2019;Barcelona;Cataluña;B66202680;;;;;
1789;SOCIAL WIFI, S.L.;SocialwiBox;128.000,00 €;07/03/2019;Barcelona;Cataluña;B66202680;;;;;
1790;PLASTIC REPAIR SYSTEM 2011, S.L.;PLASTIC REPAIR SYSTEM 2011;450.000,00 €;07/03/2019;Navarra;Navarra, Comunidad Foral de;B71076822;;;;;
1791;PLASTIC REPAIR SYSTEM 2011, S.L.;PLASTIC REPAIR SYSTEM 2011;450.000,00 €;07/03/2019;Navarra;Navarra, Comunidad Foral de;B71076822;;;;;
1792;AIO HEALTH PRO, S.L.;AIO Health Pro;220.000,00 €;07/03/2019;Barcelona;Cataluña;B66668112;;;;;
1793;COCOPI FOOD, S.L.;Cocopi;85.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B19613488;;;;;
1794;COCOPI FOOD, S.L.;Cocopi;85.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B19613488;;;;;
1795;COCOPI FOOD, S.L.;Cocopi;85.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B19613488;;;;;
1796;BOATJUMP, S.L.;Boatjump;125.000,00 €;05/03/2019;Valencia/València;Comunitat Valenciana;B57957078;;;;;
1797;TINKERERS, S.L.;Tinkerers;51.000,00 €;05/03/2019;Barcelona;Cataluña;B66123621;;;;;
1798;MECATEZ, S.L.;MECATEZ SL;224.000,00 €;05/03/2019;Bizkaia;País Vasco;B95513495;;;;;
1799;LEX GO APP SPAIN, S.L.;LexGoApp;100.000,00 €;05/03/2019;Barcelona;Cataluña;B66803040;;;;;
1800;VITRA SOFTWARE, S.L.;VITRA SOFTWARE;40.000,00 €;05/03/2019;Barcelona;Cataluña;B66763749;;;;;
1801;OFIGREEN OFFICE SOLUTIONS, S.L.;OFIGREEN;109.000,00 €;05/03/2019;Barcelona;Cataluña;B63733513;;;;;
1802;HIPERVINCULO DM, S.L.;Hipervinculo DM;138.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B87551503;;;;;
1803;GRAFICAS GERLEVA, S.L.U.;GERLEVA;114.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;;;;;;
1804;CITYSENS DESIGNS, S.L.;Citysens;51.000,00 €;05/03/2019;Tarragona;Cataluña;B55659205;;;;;
1805;ALQUA DIGITAL, S.L.;ALL IN ONE ENGAGEMENT (FRORIK SL);90.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B87282331;;;;;
1806;ALQUA DIGITAL, S.L.;ALL IN ONE ENGAGEMENT (FRORIK SL);90.000,00 €;05/03/2019;Madrid;Madrid, Comunidad de;B87282331;;;;;
1807;COMUNITARIA DE SERVICIOS A COMUNIDADES, S.L.;Comunitaria;100.000,00 €;21/02/2019;Granada;Andalucía;B19658103;;;;;
1808;ESPACIO DISJUNTO, S.L.U.;Salir con Arte;100.000,00 €;22/02/2019;Valencia/València;Comunitat Valenciana;;;;;;
1809;EVOLV REHABILITATION TECHNOLOGIES, S.L.;Evolv Rehabilitation Technologies;200.000,00 €;22/02/2019;Bizkaia;País Vasco;B95902433;;;;;
1810;LEAN LEMON, S.L.;Rate Now;46.000,00 €;22/02/2019;Barcelona;Cataluña;B66305160;;;;;
1811;LEAN LEMON, S.L.;Rate Now;46.000,00 €;22/02/2019;Barcelona;Cataluña;B66305160;;;;;
1812;BENIDUL, S.L.L.;benidul;125.000,00 €;22/02/2019;Ciudad Real;Castilla - La Mancha;;;;;;
1813;WESTT VENTURES, S.L.U.;Westt;125.000,00 €;21/02/2019;Valencia/València;Comunitat Valenciana;;;;;;
1814;WIRELESSCITIES NETWORKS, S.L.;MugiCloud;288.000,00 €;21/02/2019;Guipuzkoa;País Vasco;B75080085;;;;;
1815;WIRELESSCITIES NETWORKS, S.L.;MugiCloud;288.000,00 €;21/02/2019;Guipuzkoa;País Vasco;B75080085;;;;;
1816;VISOR TRAVEL, S.L.;visor ai;75.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;B87810263;;;;;
1817;TXEROVID, S.L.;TXEROVID;30.000,00 €;21/02/2019;Navarra;Navarra, Comunidad Foral de;B71326573;;;;;
1818;SMART INSURANCE CORREDURIA DE SEGUROS, S.L.;Mondo;150.000,00 €;21/02/2019;Barcelona;Cataluña;B66843798;;;;;
1819;QUIPU APP, S.L.;QUIPU APP;220.000,00 €;21/02/2019;Barcelona;Cataluña;B66086042;;;;;
1820;QUIPU APP, S.L.;QUIPU APP;220.000,00 €;21/02/2019;Barcelona;Cataluña;B66086042;;;;;
1821;QUIPU APP, S.L.;QUIPU APP;220.000,00 €;21/02/2019;Barcelona;Cataluña;B66086042;;;;;
1822;PROYECTO 1785 ESPAÑA ES MAS, S.L.;1785;125.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1823;PEOOPLE UNLIMITED (ANTIGUA PEOPLEITRUST), S.L.;PEOOPLE;100.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1824;PASTAMITO, S.L.U.;Pasta Mito;70.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1825;NO SPOON TECH LAB, S.L.;No Spoon;250.000,00 €;21/02/2019;Valencia/València;Comunitat Valenciana;B98815376;;;;;
1826;HOSPITALITY CONNECTION BARCELONA, S.L.U.;Hosco;175.000,00 €;21/02/2019;Barcelona;Cataluña;;;;;;
1827;GEO ALTERNATIVA, S.L.;GEO;200.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;B87382644;;;;;
1828;GEO ALTERNATIVA, S.L.;GEO;200.000,00 €;21/02/2019;Madrid;Madrid, Comunidad de;B87382644;;;;;
1829;DEVELOOP SOFTWARE, S.L.U.;DEVELOOP;80.000,00 €;21/02/2019;Barcelona;Cataluña;;;;;;
1830;COHOSTING AUDITERS, S.L.;Cohosting;100.000,00 €;21/02/2019;Sevilla;Andalucía;B90362419;;;;;
1831;CARING WELL, S.L.;QIDA;175.000,00 €;21/02/2019;Barcelona;Cataluña;B66975723;;;;;
1832;ZYL TECNOLOGIA, CONSULTORIA E INVERSIONES, S.L.;EasyVirtualFair;225.000,00 €;19/02/2019;Madrid;Madrid, Comunidad de;B87632675;;;;;
1833;THE CAPITAL GLOBAL SERVICES FINTECH, S.L.;THE CAPITAL;100.000,00 €;19/02/2019;Madrid;Madrid, Comunidad de;B87721908;;;;;
1834;RED HELMET INNOVATION, S.L.;RED HELMET;150.000,00 €;19/02/2019;Barcelona;Cataluña;B66932955;;;;;
1835;CREATIVE SOLUTIONS FOR RETAIL RTN, S.L.;FOTOLIBRE;50.000,00 €;19/02/2019;Cantabria;Cantabria;B39857628;;;;;
1836;YEEPLY MOBILE, S.L.;YEEPLY;120.000,00 €;15/02/2019;Valencia/València;Comunitat Valenciana;B98487333;;;;;
1837;YEEPLY MOBILE, S.L.;YEEPLY;120.000,00 €;15/02/2019;Valencia/València;Comunitat Valenciana;B98487333;;;;;
1838;YEEPLY MOBILE, S.L.;YEEPLY;120.000,00 €;15/02/2019;Valencia/València;Comunitat Valenciana;B98487333;;;;;
1839;XPACK GALICIA, S.L.;XPACK;100.000,00 €;15/02/2019;Coruña, A;Galicia;B70501234;;;;;
1840;UPICUS FOREST, S.L.;Upicus;224.000,00 €;15/02/2019;Murcia;Murcia, Región de;B73859423;;;;;
1841;UPICUS FOREST, S.L.;Upicus;224.000,00 €;15/02/2019;Murcia;Murcia, Región de;B73859423;;;;;
1842;RACETICK, S.L.;RACETICK;55.000,00 €;15/02/2019;Barcelona;Cataluña;B67140822;;;;;
1843;RACETICK, S.L.;RACETICK;55.000,00 €;15/02/2019;Barcelona;Cataluña;B67140822;;;;;
1844;CUSTOMER CARE TECHNOLOGIES, S.L.;Halbrand;225.000,00 €;15/02/2019;Barcelona;Cataluña;B66546425;;;;;
1845;CUSTOMER CARE TECHNOLOGIES, S.L.;Halbrand;225.000,00 €;15/02/2019;Barcelona;Cataluña;B66546425;;;;;
1846;THE WAND SOLUTIONS, S.L.;ROOTS;100.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B88093539;;;;;
1847;VITA CITRIC SPIRIT, S.L.;VITA;100.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1848;VIPTHINK, S.L.;HOTELVIP;125.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B87609418;;;;;
1849;THE MULLIGAN FACTORY, S.L.;THE MULLIGAN FACTORY;75.000,00 €;14/02/2019;Barcelona;Cataluña;B66767245;;;;;
1850;NOVATEK CIRCUITOS IMPRESOS, S.L.;NOVATEK;125.000,00 €;14/02/2019;Barcelona;Cataluña;B60196565;;;;;
1851;MY SHELTAIR, S.L.;Sheltair;220.000,00 €;14/02/2019;Barcelona;Cataluña;B66631755;;;;;
1852;MY SHELTAIR, S.L.;Sheltair;220.000,00 €;14/02/2019;Barcelona;Cataluña;B66631755;;;;;
1853;MAKING MARKETS INVESTMENT, S.L.;BIBÓO EBIKES;59.000,00 €;14/02/2019;Bizkaia;País Vasco;B95817706;;;;;
1854;LA IBENSE 1892, S.L.;LA IBENSE BORNAY;300.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B87201372;;;;;
1855;ITALICA SINTERIZADO DENTAL, S.L.;Sindekar;100.000,00 €;14/02/2019;Sevilla;Andalucía;B90364035;;;;;
1856;GENIOO WORLDWIDE, S.L.;Genioo;125.000,00 €;14/02/2019;Barcelona;Cataluña;B67203240;;;;;
1857;FUTURJAM, S.L.;B de J;150.000,00 €;14/02/2019;Madrid;Madrid, Comunidad de;B86831906;;;;;
1858;WEBIC INTERNET AND CONSULTING, S.L.;QUINIUS;100.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1859;VERDURAS Y HORTALIZAS DE TUDELA, S.L.;VEHORTU;100.000,00 €;12/02/2019;Navarra;Navarra, Comunidad Foral de;B71294003;;;;;
1860;FUDIGITAL, S.L.;Fudeat;150.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;B87724548;;;;;
1861;FUDIGITAL, S.L.;Fudeat;150.000,00 €;12/02/2019;Madrid;Madrid, Comunidad de;B87724548;;;;;
1862;DOCTA WAGEN, S.L.;DOCTA WAGEN;200.000,00 €;12/02/2019;Balears, Illes;Balears, Illes;B57840696;;;;;
1863;DEER FARMERS GROUP, S.L.U.;Venison;59.000,00 €;12/02/2019;Segovia;Castilla y León;;;;;;
1864;IDONEO MOBILITY, S.L.;VALUECAR (antigua VALUECAR TECHNOLOGIES);100.000,00 €;12/02/2019;Rioja, La;Rioja, La;;;;;;
1865;VENTURI UNMANNED TECHNOLOGIES, S.L.;Venturi Unmanned Technologies;150.000,00 €;12/02/2019;Barcelona;Cataluña;B66855834;;;;;
1866;VEHICULOS TURMAR, S.L.;turmar;150.000,00 €;08/02/2019;Madrid;Madrid, Comunidad de;B84787621;;;;;
1867;VEHICULOS TURMAR, S.L.;turmar;150.000,00 €;08/02/2019;Madrid;Madrid, Comunidad de;B84787621;;;;;
1868;WATIOFY, S.L.;Watiofy;100.000,00 €;08/02/2019;Madrid;Madrid, Comunidad de;B87817706;;;;;
1869;SERVICES RESEARCH & MAPPING CONSULTING, S.L.;SRM CONSULTING;300.000,00 €;08/02/2019;Madrid;Madrid, Comunidad de;;;;;;
1870;MUN FERMENTS, S.L.;Kombutxa;75.000,00 €;08/02/2019;Barcelona;Cataluña;B55666630;;;;;
1871;EXPONENTIAL SOLIDARITY, S.L.;EXPONENTIAL SOLIDARITY;60.000,00 €;08/02/2019;Sevilla;Andalucía;B90243601;;;;;
1872;ELMA DIGITAL NETWORKS, S.L.;Elma;100.000,00 €;08/02/2019;Barcelona;Cataluña;B67037770;;;;;
1873;AMAR-GO PROJECT, S.L.U.;ANMARGO;101.000,00 €;08/02/2019;Madrid;Madrid, Comunidad de;;;;;;
